"Sample.name"	"Sample.GMme2"	"Sex"	"Biosample.ID"	"Population.code"	"Population.name"	"Superpopulation.code"	"Superpopulation.name"	"Population.elastic.ID"	"Data.collections"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"NA19318"	"GM19318"	"male"	"SAME124753"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19318"	0.0433509	-0.12564	0.0442178	-0.0724384	0.0276911	0.039575	0.0241027	-0.0320781	0.100591	0.0474542
"NA19319"	"GM19319"	"male"	"SAME123438"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19319"	0.0425395	-0.0896325	0.028526	-0.0625023	-0.0581064	0.0339394	-0.0420832	-0.048626	-0.00552157	-0.0361796
"NA19320"	"GM19320"	"female"	"SAME124570"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19320"	0.0419434	-0.11447	0.0239284	-0.0818582	-0.0209312	0.0810983	-0.200923	0.0370465	-0.036639	0.0721321
"NA19321"	"GM19321"	"female"	"SAME124569"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19321"	0.0458046	-0.112457	0.0271144	-0.0782487	0.003658	0.0985136	-0.0671457	0.014773	-0.0445435	-0.148604
"NA19323"	"GM19323"	"female"	"SAME123471"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19323"	0.0419461	-0.0973579	0.0338359	-0.0969018	0.0245349	-0.044878	0.0235799	0.0661178	-0.0775925	0.12032
"NA19327"	"GM19327"	"female"	"SAME123473"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19327"	0.036916	-0.129285	0.0245875	-0.088136	0.0396464	-0.0130915	0.0141669	-0.0456345	0.0493519	0.0168612
"NA19328"	"GM19328"	"female"	"SAME123463"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19328"	0.0439003	-0.09272	0.0231092	-0.0661856	-0.0874883	-0.0312062	-0.0741983	0.0339209	-0.0305921	0.0424102
"NA19332"	"GM19332"	"female"	"SAME123723"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19332"	0.0429423	-0.0934937	0.0185696	-0.0562708	-0.0105636	0.0737924	-0.00656268	-0.0530293	0.015228	0.0360495
"NA19350"	"GM19350"	"male"	"SAME122853"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19350"	0.0449331	-0.0938142	0.0173686	-0.0708792	-0.0304751	-0.0243703	-0.024293	-0.0874095	-0.0967219	0.0182027
"NA19351"	"GM19351"	"female"	"SAME122854"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19351"	0.0434515	-0.109835	0.0232966	-0.0791684	0.0495159	-0.0238578	0.0429203	-0.00913021	0.0838651	0.0269156
"NA19355"	"GM19355"	"female"	"SAME124077"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19355"	0.0443621	-0.0899506	0.0289067	-0.0816423	0.00148866	-0.0508791	0.0399587	0.0456386	-0.00827511	0.0301444
"NA19360"	"GM19360"	"male"	"SAME124915"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19360"	0.0425459	-0.10772	0.0232659	-0.0674555	-0.0419697	-0.0871826	0.0944431	-0.0769231	-0.00111204	0.0084364
"NA19372"	"GM19372"	"male"	"SAME125100"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19372"	0.0452191	-0.0856379	0.0180779	-0.0336102	-0.0114228	0.0538613	0.119188	-0.0432659	-0.0556241	0.0786962
"NA19377"	"GM19377"	"female"	"SAME124470"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19377"	0.045923	-0.0965484	0.0369237	-0.0702411	-0.0356336	-0.0524998	0.0497525	-0.0754165	0.0605601	-0.0599948
"NA19378"	"GM19378"	"female"	"SAME125091"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19378"	0.0417797	-0.102008	0.0211247	-0.0888205	0.0144777	-0.0310855	0.0345109	-0.0943077	0.0366437	0.0180525
"NA19380"	"GM19380"	"male"	"SAME124276"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19380"	0.0417704	-0.102075	0.0412622	-0.0663425	0.01866	0.00624261	0.0950575	0.00180726	0.0542414	0.0533021
"NA19383"	"GM19383"	"male"	"SAME124273"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19383"	0.0448375	-0.121105	0.0277875	-0.100488	-0.024789	-0.0726625	-0.057187	-0.058817	0.0171657	-0.107499
"NA19384"	"GM19384"	"male"	"SAME124272"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19384"	0.0421949	-0.0932021	0.0174829	-0.0528441	-0.0634111	-0.0647701	0.0289917	-0.0208775	-0.033134	0.133394
"NA19385"	"GM19385"	"male"	"SAME124271"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19385"	0.0438149	-0.133662	0.0459549	-0.110728	0.0398011	-0.0557141	0.118	0.215253	-0.0885393	-0.243593
"NA19391"	"GM19391"	"female"	"SAME124494"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19391"	0.0466217	-0.104898	0.00843942	-0.0614582	-0.0945624	-0.0832939	-0.0593489	0.0862468	0.0257683	0.0680753
"NA19393"	"GM19393"	"male"	"SAME124496"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19393"	0.0423239	-0.0975537	0.00823225	-0.100665	0.0170595	0.0280118	0.102431	-0.0402782	-0.0385735	-0.0227136
"NA19395"	"GM19395"	"female"	"SAME124490"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19395"	0.0445914	-0.10155	0.0289178	-0.0793412	0.0554261	-0.00880415	-0.0737772	0.0274995	0.0560932	0.0681762
"NA19429"	"GM19429"	"male"	"SAME124037"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19429"	0.0413582	-0.0908892	0.0161693	-0.0665379	-0.0291695	-0.0270925	0.087953	-0.0948507	0.018808	0.0531247
"NA19437"	"GM19437"	"female"	"SAME123851"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19437"	0.0409955	-0.0931912	0.0209988	-0.0767173	0.0209517	0.0376445	-0.0562366	-0.0568201	0.0280414	-0.0727933
"NA19440"	"GM19440"	"female"	"SAME122951"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19440"	0.0446536	-0.097114	0.0254831	-0.0277968	-0.0149845	0.0572707	-0.0804065	-0.0478083	0.0729625	-0.0219868
"NA19448"	"GM19448"	"male"	"SAME122945"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19448"	0.0427659	-0.114524	0.0222829	-0.0670707	0.0246737	-0.0348194	0.0830184	0.0793596	0.00876858	-0.00109964
"NA19451"	"GM19451"	"male"	"SAME125415"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19451"	0.0433265	-0.106254	0.0451962	-0.0912999	-0.0444122	0.0616022	-0.146558	0.0207202	-0.0623739	-0.0424129
"NA19452"	"GM19452"	"male"	"SAME125414"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19452"	0.0426034	-0.113782	0.0386426	-0.0921224	-0.0578762	0.109161	-0.23579	-0.030981	-0.107359	0.0385707
"NA19474"	"GM19474"	"female"	"SAME123122"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19474"	0.0455771	-0.102914	0.030257	-0.0584653	-0.138108	-0.0285249	-0.0324915	-0.0230151	0.0575197	-0.00693472
"NA19475"	"GM19475"	"female"	"SAME123121"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19475"	0.0446503	-0.116226	0.0245228	-0.092805	-0.0374616	-0.0441152	-0.0182493	-0.00650466	0.019853	0.0238832
"NA20510"	"GM20510"	"male"	"SAME124562"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20510"	-0.0439168	-0.0119716	-0.0593127	-0.00128617	0.0125963	-0.000943412	-0.00411479	-0.000597316	0.0111934	0.00691228
"NA20511"	"GM20511"	"male"	"SAME124563"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA20511"	-0.0454931	-0.0247607	-0.0744865	0.00649291	0.0035054	0.0066013	0.0110333	-0.00293775	-0.00620694	-0.0116503
"NA20517"	"GM20517"	"female"	"SAME124557"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20517"	-0.044815	-0.0251956	-0.0571722	0.00506587	0.00312479	-0.010089	-0.00141928	0.0174079	0.00392113	0.00707897
"NA20521"	"GM20521"	"male"	"SAME124018"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20521"	-0.0455424	-0.0239815	-0.0737965	0.00283552	-0.00228478	-0.00845015	-0.00763329	0.0331382	0.0104294	0.0158054
"NA20522"	"GM20522"	"female"	"SAME124017"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA20522"	-0.0452414	-0.0105987	-0.0399987	0.00360046	0.00507523	-0.00631935	7.31298e-05	0.0128156	-0.0184836	-0.00525071
"NA20528"	"GM20528"	"male"	"SAME124012"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20528"	-0.0436566	-0.0185891	-0.0505379	0.00336725	0.0206081	-0.0073604	-0.0137185	-0.00301177	0.00840479	-0.00707971
"NA20531"	"GM20531"	"female"	"SAME124170"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20531"	-0.0446038	-0.0220421	-0.0777813	-0.00524187	-0.00842375	-0.00607349	-0.00511756	-0.00467476	-0.0180513	0.00381018
"NA20532"	"GM20532"	"male"	"SAME124171"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20532"	-0.0432938	-0.021326	-0.068551	-0.00980454	-0.0112084	0.00393824	-0.0134015	0.0121688	-0.0103511	0.0143645
"NA20534"	"GM20534"	"male"	"SAME124165"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20534"	-0.0432482	-0.0282118	-0.0839871	0.00220203	-0.00924302	0.00592463	0.00802096	0.00859978	0.00969941	0.00197817
"NA20535"	"GM20535"	"female"	"SAME124166"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20535"	-0.0452074	-0.0370401	-0.0826307	0.00790286	-0.00770458	0.0100072	0.00153209	0.0195663	-0.0158724	-0.00246006
"NA20536"	"GM20536"	"male"	"SAME124167"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20536"	-0.045942	-0.0150989	-0.0568977	0.00286967	0.000898195	0.00223819	-0.00551167	-0.00865183	-0.00148967	-0.00777865
"NA20542"	"GM20542"	"female"	"SAME125150"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20542"	-0.044306	-0.0134046	-0.0705048	-0.000393081	-0.00980066	-0.00178256	0.00199679	-0.00966774	0.000394001	-0.0258594
"NA20585"	"GM20585"	"female"	"SAME122861"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20585"	-0.0439385	-0.024333	-0.0961863	0.00920307	0.00663417	-0.00042384	-0.00700277	-0.00232828	0.0437682	0.00510723
"NA20756"	"GM20756"	"female"	"SAME124175"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20756"	-0.0448	-0.0105854	-0.0466866	-0.000268513	-0.0136701	0.0074342	-0.00871618	0.0156407	-0.021689	1.04481e-06
"NA20758"	"GM20758"	"male"	"SAME125117"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20758"	-0.044847	-0.00937655	-0.051341	0.0143441	-0.0138202	0.0053463	-0.0234761	-0.0144539	-0.0191181	-0.0195611
"NA20759"	"GM20759"	"male"	"SAME125094"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20759"	-0.0436534	-0.00925209	-0.0604398	-0.00962781	0.0030755	0.000434273	-0.0215065	0.0240743	0.00727269	0.00469105
"NA20760"	"GM20760"	"female"	"SAME124364"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20760"	-0.044419	-0.00565294	-0.0380621	0.00845143	-0.00898397	0.0157337	0.00177307	0.010538	-0.00558658	-0.0116698
"NA20766"	"GM20766"	"female"	"SAME124370"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20766"	-0.0451502	-0.0200148	-0.0581983	0.00463882	-0.00235259	0.0136415	-0.0146872	0.0196271	0.00659902	-0.003064
"NA20769"	"GM20769"	"female"	"SAME124371"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20769"	-0.0461909	-0.0274132	-0.0992025	0.00986896	0.000166485	0.011505	0.00428128	0.0220935	-0.0106267	-0.0106285
"NA20771"	"GM20771"	"female"	"SAME124577"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20771"	-0.0437007	-0.0250555	-0.0687418	-0.00327686	-0.017796	0.0033613	-0.00221942	-0.00105412	-0.00621754	0.01577
"NA20772"	"GM20772"	"female"	"SAME124574"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20772"	-0.0458154	-0.0182876	-0.0596012	0.00679284	0.0179451	-0.0128903	0.00246021	0.0268584	0.00328823	0.0155409
"NA20773"	"GM20773"	"female"	"SAME124575"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20773"	-0.0435247	-0.012259	-0.0396339	-0.0066111	-0.00245974	0.000563109	-0.00971139	0.0159962	-0.0109093	0.0100489
"NA20774"	"GM20774"	"female"	"SAME124572"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20774"	-0.0440379	-0.0187443	-0.0816262	-0.00382576	-0.0154522	0.010618	-0.0103321	0.0066412	0.00736084	0.0170945
"NA20778"	"GM20778"	"male"	"SAME124571"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20778"	-0.0449437	-0.00642902	-0.0385865	-0.00723053	-0.00869706	0.0237853	0.00429286	0.00569375	0.00579473	-0.000625703
"NA20783"	"GM20783"	"male"	"SAME123607"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20783"	-0.0442094	-0.0181956	-0.0755341	0.00312237	-0.0268974	-0.0120087	-0.000651848	0.0355041	-0.00753342	0.00376354
"NA20790"	"GM20790"	"female"	"SAME123815"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20790"	-0.0448899	-0.0111727	-0.041129	0.00522772	-0.012994	0.00359729	0.00752303	0.00409109	0.0088491	-0.00900694
"NA20795"	"GM20795"	"female"	"SAME123818"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20795"	-0.0434441	-0.00921161	-0.0649155	-0.0161248	-0.00828497	-0.00365809	0.0160547	0.00592243	0.0162617	0.00599205
"NA20796"	"GM20796"	"male"	"SAME123819"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20796"	-0.0461924	-0.0201323	-0.0555581	-0.00809709	-0.0106016	0.00312024	0.0156921	0.00137776	0.0108667	-0.0171475
"NA20797"	"GM20797"	"female"	"SAME123820"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20797"	-0.0455847	-0.0192404	-0.0709745	0.00403246	0.0051098	0.00817143	-0.00656231	0.00847799	-0.00291301	0.0243704
"NA20798"	"GM20798"	"male"	"SAME123821"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20798"	-0.0437534	-0.018257	-0.0589633	0.000203854	-0.0018265	-0.0101699	-0.00439201	-0.00199175	-0.00632664	-0.0279174
"NA20799"	"GM20799"	"female"	"SAME123822"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20799"	-0.0454514	-0.0241242	-0.0777052	0.00324561	-0.0106273	-0.0143681	0.0126411	0.0176944	-0.0118041	0.00230964
"NA20800"	"GM20800"	"female"	"SAME125364"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20800"	-0.0462008	-0.0209123	-0.0770212	-0.014895	-0.0147356	0.00644785	-0.00754812	0.0104373	0.00890739	0.00267281
"NA20801"	"GM20801"	"male"	"SAME125365"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20801"	-0.0439366	-0.0206715	-0.0641999	-0.0107517	-0.0035656	-0.000976633	0.00794034	-0.00880457	-0.0181535	0.00540503
"NA20803"	"GM20803"	"male"	"SAME125367"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20803"	-0.0449771	-0.0172667	-0.0721752	0.00394234	-0.000838497	0.00857287	-0.00620801	-0.0112328	-0.0155653	-0.00781847
"NA20804"	"GM20804"	"female"	"SAME125224"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20804"	-0.0450577	-0.022794	-0.0733608	-0.00434923	-0.000441367	-0.0266844	-0.00136106	0.0275659	-0.0179981	0.0272392
"NA20806"	"GM20806"	"male"	"SAME125362"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20806"	-0.0450584	-0.0156953	-0.0465168	-0.00285977	0.000924577	0.0124869	0.00303129	0.0170342	-0.000654871	-0.000147527
"NA20807"	"GM20807"	"female"	"SAME125363"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20807"	-0.0444612	-0.0176517	-0.0480011	0.000823404	0.00877237	0.0161523	-0.0118372	0.00498134	-0.000398284	-0.0073618
"NA20809"	"GM20809"	"male"	"SAME125359"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20809"	-0.0453512	-0.00903526	-0.0695606	-0.00513841	-0.0121174	0.00950273	0.015548	0.00209826	0.00700362	0.00558291
"NA20810"	"GM20810"	"male"	"SAME125192"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20810"	-0.0433999	-0.03063	-0.077366	-0.0147024	0.00323477	-0.0102236	0.037533	0.0288727	-0.00777916	0.0192631
"NA20811"	"GM20811"	"male"	"SAME123069"	"TSI"	"Toscani"	"EUR"	"European Ancestry"	"TSI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA20811"	-0.0453717	-0.0124138	-0.077703	0.00385084	0.00751006	0.000130426	-0.00612678	0.00643664	0.00588157	0.0131051
