"V5"	"id"	"sig"	"V4"	"V1"	"V2"	"V3"	"med_fst"	"outlier"	"sig2"
"CD24"	10098	12	"ENSG00000272398"	"chr6"	106969831	106975627	0.0826284434615385	0	1
"CD27"	4927	12	"ENSG00000139193"	"chr12"	6444867	6451718	0.0935561087051282	0	1
"CD274"	3280	12	"ENSG00000120217"	"chr9"	5450503	5470566	0.131492568371429	0	1
"CD28"	8272	12	"ENSG00000178562"	"chr2"	203706475	203738912	0.0561936587222222	0	1
"CD2AP"	9336	12	"ENSG00000198087"	"chr6"	47477789	47627263	0.0432589147857143	0	1
"CD2BP2"	7475	12	"ENSG00000169217"	"chr16"	30350766	30355361	0.236623875	0	1
"CD300A"	7287	0	"ENSG00000167851"	"chr17"	74466416	74484796	0.0931444733333333	0	0
"CD320"	7278	12	"ENSG00000167775"	"chr19"	8302127	8308356	0.194178375534884	0	1
"CD37"	1983	12	"ENSG00000104894"	"chr19"	49335171	49343335	0.121758792857143	0	1
"CD38"	35	11	"ENSG00000004468"	"chr4"	15778275	15853230	0.16050719248	0	1
"CD3EAP"	3115	12	"ENSG00000117877"	"chr19"	45406209	45410766	0.09234160675	0	1
"CD40"	1624	12	"ENSG00000101017"	"chr20"	46118272	46129863	0.12149040237037	0	1
"CD44"	293	12	"ENSG00000026508"	"chr11"	35138870	35232402	0.09812609375	0	1
"CD46"	3066	0	"ENSG00000117335"	"chr1"	207752057	207795513	0.0197820957142857	0	0
"CD47"	9160	0	"ENSG00000196776"	"chr3"	108043298	108091025	0.0576215813125	0	0
"CD48"	3047	12	"ENSG00000117091"	"chr1"	160678746	160711851	0.101780128323529	0	1
"CD52"	7500	8	"ENSG00000169442"	"chr1"	26317957	26320523	0.0542917353861111	0	1
"CD53"	5230	12	"ENSG00000143119"	"chr1"	110873154	110899928	0.152259331111111	0	1
"CD55"	9096	12	"ENSG00000196352"	"chr1"	207321508	207386804	0.0717913493333333	0	1
"CD58"	3022	12	"ENSG00000116815"	"chr1"	116514535	116571039	0.12204313	0	1
"CD59"	1094	12	"ENSG00000085063"	"chr11"	33698261	33736445	0.116987472	0	1
"CD63"	4464	8	"ENSG00000135404"	"chr12"	55725323	55729707	0.15949255	0	1
"CD69"	2494	0	"ENSG00000110848"	"chr12"	9752486	9760901	0.0941772574066667	0	0
"CD70"	3666	8	"ENSG00000125726"	"chr19"	6583183	6604103	0.103098700769231	0	1
"CD72"	4688	0	"ENSG00000137101"	"chr9"	35609533	35646810	0.0971629025	0	0
"CD74"	248	11	"ENSG00000019582"	"chr5"	150401637	150412929	0.0640209717857143	0	1
"CD79A"	2044	0	"ENSG00000105369"	"chr19"	41877120	41881372	0.2320220625	0	0
"CD79B"	112	12	"ENSG00000007312"	"chr17"	63928740	63932354	0.114245658571429	0	1
"CD80"	3374	0	"ENSG00000121594"	"chr3"	119524293	119559602	0.0661480917777778	0	0
"CD81"	2479	12	"ENSG00000110651"	"chr11"	2376177	2397419	0.243350377692308	1	1
"CD82"	1095	0	"ENSG00000085117"	"chr11"	44564427	44620363	0.0617267159	0	0
"CD83"	2623	12	"ENSG00000112149"	"chr6"	14117256	14136918	0.136962679545455	0	1
"CD84"	653	8	"ENSG00000066294"	"chr1"	160541095	160579516	0.0826523723809524	0	1
"CD86"	2763	0	"ENSG00000114013"	"chr3"	122055366	122121139	0.0806261019230769	0	0
"CD9"	159	12	"ENSG00000010278"	"chr12"	6199715	6238271	0.123798044444444	0	1
"CD96"	5954	8	"ENSG00000153283"	"chr3"	111292719	111665750	0.115854431657895	0	1
"CDADC1"	1770	0	"ENSG00000102543"	"chr13"	49247925	49293485	0.0681261791090909	0	0
"CDAN1"	5015	0	"ENSG00000140326"	"chr15"	42723559	42737126	0.172910361538462	0	0
"CDC123"	5828	8	"ENSG00000151465"	"chr10"	12195965	12250589	0.114629820434783	0	1
"CDC14A"	978	0	"ENSG00000079335"	"chr1"	100345025	100520277	0.0903174876315789	0	0
"CDC16"	3962	12	"ENSG00000130177"	"chr13"	114234887	114272723	0.160636697714286	0	1
"CDC20"	3072	0	"ENSG00000117399"	"chr1"	43358955	43363203	0.06174097	0	0
"CDC23"	1342	12	"ENSG00000094880"	"chr5"	138187648	138213343	0.08986935	0	1
"CDC25A"	6785	10	"ENSG00000164045"	"chr3"	48157146	48188402	0.161950707692308	0	1
"CDC25B"	1655	0	"ENSG00000101224"	"chr20"	3786772	3806121	0.0818584806666667	0	0
"CDC25C"	6252	0	"ENSG00000158402"	"chr5"	138285265	138338355	0.09165008125	0	0
"CDC27"	45	0	"ENSG00000004897"	"chr17"	47117703	47189422	0.0624985423529412	0	0
"CDC34"	1405	0	"ENSG00000099804"	"chr19"	531712	542092	0.116908976791667	0	0
"CDC37"	2051	0	"ENSG00000105401"	"chr19"	10391134	10420121	0.0704150863636364	0	0
"CDC37L1"	2206	0	"ENSG00000106993"	"chr9"	4679559	4708398	0.19876085037037	0	0
"CDC40"	7375	0	"ENSG00000168438"	"chr6"	110180141	110254275	0.17552187	0	0
"CDC42"	770	0	"ENSG00000070831"	"chr1"	22052627	22092946	0.0553670718181818	0	0
"CDC42BPA"	5328	11	"ENSG00000143776"	"chr1"	226989865	227318474	0.03479201375	0	1
"CDC42BPB"	9436	8	"ENSG00000198752"	"chr14"	102932379	103057462	0.107136478695652	0	1
"CDC42EP3"	6642	10	"ENSG00000163171"	"chr2"	37641882	37738468	0.110637242166667	0	1
"CDC42EP4"	8348	0	"ENSG00000179604"	"chr17"	73283624	73312175	0.0215857635714286	0	0
"CDC42SE1"	9270	12	"ENSG00000197622"	"chr1"	151050971	151070325	0.0883824733333333	0	1
"CDC42SE2"	6289	10	"ENSG00000158985"	"chr5"	131245493	131398447	0.164226990909091	0	1
"CDC45"	1332	0	"ENSG00000093009"	"chr22"	19479459	19520612	0.1222079942	0	0
"CDC5L"	1373	0	"ENSG00000096401"	"chr6"	44387525	44450426	0.169485086363636	0	0
"CDC6"	1340	0	"ENSG00000094804"	"chr17"	40287633	40304657	-0.00239674	0	0
"CDC7"	1383	12	"ENSG00000097046"	"chr1"	91500893	91525764	0.130507960428571	0	1
"CDC73"	4358	0	"ENSG00000134371"	"chr1"	193122017	193253901	0.06683742155	0	0
"CDCA2"	8692	12	"ENSG00000184661"	"chr8"	25458997	25507920	0.067589932	0	1
"CDCA3"	2561	11	"ENSG00000111665"	"chr12"	6844793	6852066	0.190220425	0	1
"CDCA4"	7634	12	"ENSG00000170779"	"chr14"	105009573	105021148	0.24979304	1	1
"CDCA5"	5538	0	"ENSG00000146670"	"chr11"	65066300	65084164	0.11307097	0	0
"CDCA7"	5373	8	"ENSG00000144354"	"chr2"	173354820	173368997	0.1052776955	0	1
"CDCA7L"	6884	0	"ENSG00000164649"	"chr7"	21900900	21946084	0.12894649165625	0	0
"CDCA8"	4383	12	"ENSG00000134690"	"chr1"	37692418	37709719	0.0760136189189189	0	1
"CDH1"	368	10	"ENSG00000039068"	"chr16"	68737225	68835548	0.122804847142857	0	1
"CDIP1"	1231	12	"ENSG00000089486"	"chr16"	4510675	4538828	0.121366855	0	1
"CDIPT"	1875	8	"ENSG00000103502"	"chr16"	29858357	29863736	0.119901968333333	0	1
"CDK1"	7590	8	"ENSG00000170312"	"chr10"	60778331	60794852	0.0820990224842105	0	1
"CDK10"	8761	8	"ENSG00000185324"	"chr16"	89680737	89696364	0.0679541236666667	0	1
"CDK11B"	9983	0	"ENSG00000248333"	"chr1"	1635227	1659012	0.0941347478571429	0	0
"CDK12"	7205	0	"ENSG00000167258"	"chr17"	39461511	39564907	0.17932338	0	0
"CDK13"	640	0	"ENSG00000065883"	"chr7"	39950037	40097134	0.169636416666667	0	0
"CDK14"	520	10	"ENSG00000058091"	"chr7"	90466424	91210590	0.0569049803090909	0	1
"CDK17"	537	0	"ENSG00000059758"	"chr12"	96278261	96400560	0.0537110521052632	0	0
"CDK19"	6050	0	"ENSG00000155111"	"chr6"	110609978	110815958	0.0465731833333333	0	0
"CDK2"	3493	0	"ENSG00000123374"	"chr12"	55966769	55972784	0.1396491625	0	0
"CDK2AP1"	2533	12	"ENSG00000111328"	"chr12"	123260971	123272334	0.03339593925	0	1
"CDK2AP2"	7282	0	"ENSG00000167797"	"chr11"	67506497	67508649	0.134228421111111	0	0
"CDK4"	4470	11	"ENSG00000135446"	"chr12"	57747727	57756013	0.16049316	0	1
"CDK5"	6908	0	"ENSG00000164885"	"chr7"	151053812	151058530	0.0491067936842105	0	0
"CDK5R1"	8142	12	"ENSG00000176749"	"chr17"	32486619	32491256	0.1251221125	0	1
"CDK5RAP1"	1677	0	"ENSG00000101391"	"chr20"	33358839	33401561	0.079026884	0	0
"CDK5RAP2"	4651	0	"ENSG00000136861"	"chr9"	120388869	120580170	0.131103211176471	0	0
"CDK5RAP3"	2312	0	"ENSG00000108465"	"chr17"	47967810	47981774	0.107072744	0	0
"CDK6"	2104	8	"ENSG00000105810"	"chr7"	92604921	92836594	0.135268032	0	1
"CDK7"	4322	8	"ENSG00000134058"	"chr5"	69234795	69277430	0.112111173043478	0	1
"CDK8"	4239	0	"ENSG00000132964"	"chr13"	26254104	26405238	0.1389968165	0	0
"CDK9"	4639	12	"ENSG00000136807"	"chr9"	127785679	127790787	0.1920612085	0	1
"CDKAL1"	5497	12	"ENSG00000145996"	"chr6"	20534457	21232404	0.085870316744186	0	1
"CDKN1A"	3596	8	"ENSG00000124762"	"chr6"	36676460	36687339	0.0966646407692308	0	1
"CDKN1B"	2531	0	"ENSG00000111276"	"chr12"	12715058	12722371	0.0861300932608696	0	0
"CDKN2A"	5623	0	"ENSG00000147889"	"chr9"	21967753	21995301	0.139034458142857	0	0
"CDKN2AIP"	7386	0	"ENSG00000168564"	"chr4"	183444591	183448198	0.075193634	0	0
"CDKN2AIPNL"	9894	11	"ENSG00000237190"	"chr5"	134402087	134411898	0.176794875	0	1
"CDKN2C"	3464	11	"ENSG00000123080"	"chr1"	50960745	50974633	0.0413858	0	1
"CDKN2D"	3918	0	"ENSG00000129355"	"chr19"	10566462	10569059	0.0287267588461538	0	0
"CDKN3"	1548	12	"ENSG00000100526"	"chr14"	54396849	54420218	0.116102635722222	0	1
"CDPF1"	9656	0	"ENSG00000205643"	"chr22"	46244011	46250679	0.1828448119375	0	0
"CDR2"	5059	0	"ENSG00000140743"	"chr16"	22345936	22437165	0.100116045	0	0
"CDS2"	1662	0	"ENSG00000101290"	"chr20"	5126786	5197887	0.20725275	0	0
"CDT1"	7233	8	"ENSG00000167513"	"chr16"	88803213	88809258	0.0816206220583333	0	1
"CDV3"	1295	8	"ENSG00000091527"	"chr3"	133573730	133590261	0.0971254683333333	0	1
"CDYL"	5937	0	"ENSG00000153046"	"chr6"	4706159	4955551	0.156981697168571	0	0
"CEACAM21"	107	12	"ENSG00000007129"	"chr19"	41549518	41586844	0.0879742082608696	0	1
"CEBPB"	7782	10	"ENSG00000172216"	"chr20"	50190734	50192689	0.207351988888889	0	1
"CEBPD"	9814	0	"ENSG00000221869"	"chr8"	47736909	47739086	0.264241	1	0
"CEBPG"	5975	0	"ENSG00000153879"	"chr19"	33373330	33382686	0.13068386969697	0	0
"CEBPZ"	2923	9	"ENSG00000115816"	"chr2"	37201612	37231713	0.106386806923077	0	1
"CEBPZOS"	9804	0	"ENSG00000218739"	"chr2"	37196488	37216193	0.0498463152090909	0	0
"CELF1"	5714	0	"ENSG00000149187"	"chr11"	47465933	47565569	0.15257055	0	0
"CELF2"	429	0	"ENSG00000048740"	"chr10"	10798397	11336675	0.0541604205909091	0	0
"CEND1"	8682	12	"ENSG00000184524"	"chr11"	787104	790123	0.0711818346956522	0	1
"CENPA"	2850	0	"ENSG00000115163"	"chr2"	26764289	26801067	0.193165157894737	0	0
"CENPB"	3681	0	"ENSG00000125817"	"chr20"	3783851	3786690	0.0818584806666667	0	0
"CENPBD1"	8232	0	"ENSG00000177946"	"chr16"	89969791	89972534	0.0779477832592593	0	0
"CENPC"	5435	0	"ENSG00000145241"	"chr4"	67468748	67545606	0.179208394666667	0	0
"CENPE"	4897	0	"ENSG00000138778"	"chr4"	103105806	103198409	0.1366519545125	0	0
"CENPF"	3107	12	"ENSG00000117724"	"chr1"	214603195	214664588	0.105676609941176	0	1
"CENPH"	5936	0	"ENSG00000153044"	"chr5"	69189548	69210357	0.0972710952	0	0
"CENPJ"	5859	0	"ENSG00000151849"	"chr13"	24882284	24922889	0.0651285961875	0	0
"CENPK"	3483	11	"ENSG00000123219"	"chr5"	65517766	65563171	0.0609423587560976	0	1
"CENPL"	3289	0	"ENSG00000120334"	"chr1"	173799550	173824720	0.14029676	0	0
"CENPM"	1460	0	"ENSG00000100162"	"chr22"	41938721	41947164	0.121427961923077	0	0
"CENPN"	7104	8	"ENSG00000166451"	"chr16"	81006498	81033114	0.155037666216667	0	1
"CENPO"	4811	12	"ENSG00000138092"	"chr2"	24793136	24822376	0.115417870068966	0	1
"CENPP"	8978	11	"ENSG00000188312"	"chr9"	92325484	92620533	0.184496984545455	0	1
"CENPQ"	321	0	"ENSG00000031691"	"chr6"	49463378	49493107	0.052656809375	0	0
"CENPT"	1800	10	"ENSG00000102901"	"chr16"	67828157	67847811	0.178571572727273	0	1
"CENPU"	5851	12	"ENSG00000151725"	"chr4"	184694618	184734133	0.1557880275	0	1
"CENPV"	7123	12	"ENSG00000166582"	"chr17"	16342534	16353656	0.2276274375	0	1
"CENPW"	9516	8	"ENSG00000203760"	"chr6"	126340174	126348875	0.08290770125	0	1
"CEP104"	2963	0	"ENSG00000116198"	"chr1"	3812081	3857214	0.1379917244375	0	0
"CEP120"	7437	0	"ENSG00000168944"	"chr5"	123344885	123423592	0.0575741082	0	0
"CEP128"	1571	0	"ENSG00000100629"	"chr14"	80476983	80959517	0.1598627365	0	0
"CEP131"	5141	0	"ENSG00000141577"	"chr17"	81189593	81222999	0.124442271740741	0	0
"CEP135"	7999	0	"ENSG00000174799"	"chr4"	55948871	56033363	0.0867754	0	0
"CEP152"	1899	0	"ENSG00000103995"	"chr15"	48712928	48811146	0.109493570588235	0	0
"CEP162"	4450	12	"ENSG00000135315"	"chr6"	84124241	84227635	0.123108112142857	0	1
"CEP164"	2456	0	"ENSG00000110274"	"chr11"	117314557	117413268	0.0694301258333333	0	0
"CEP170"	5316	12	"ENSG00000143702"	"chr1"	243124428	243255348	0.150734271428571	0	1
"CEP19"	7943	11	"ENSG00000174007"	"chr3"	196706277	196712293	0.032367838	0	1
"CEP192"	1704	0	"ENSG00000101639"	"chr18"	12991362	13125052	0.143279018	0	0
"CEP250"	3715	0	"ENSG00000126001"	"chr20"	35455164	35519280	0.181611385714286	0	0
"CEP290"	9422	0	"ENSG00000198707"	"chr12"	88049014	88142216	0.129729854545455	0	0
"CEP295"	7042	8	"ENSG00000166004"	"chr11"	93661639	93730358	0.145421146190476	0	1
"CEP350"	4517	0	"ENSG00000135837"	"chr1"	179954738	180114880	0.0741959445454545	0	0
"CEP41"	2171	0	"ENSG00000106477"	"chr7"	130393771	130442433	0.0783277213636364	0	0
"CEP44"	6809	0	"ENSG00000164118"	"chr4"	174283677	174333380	0.03015052	0	0
"CEP55"	4822	0	"ENSG00000138180"	"chr10"	93496632	93529092	0.134209900875	0	0
"CEP57"	7047	10	"ENSG00000166037"	"chr11"	95789965	95832693	0.09684298	0	1
"CEP57L1"	8578	0	"ENSG00000183137"	"chr6"	109095110	109163932	0.105977191666667	0	0
"CEP63"	8559	0	"ENSG00000182923"	"chr3"	134485743	134575017	0.0702440241666667	0	0
"CEP68"	194	0	"ENSG00000011523"	"chr2"	65056366	65087004	0.121591700294118	0	0
"CEP70"	2771	0	"ENSG00000114107"	"chr3"	138494344	138594538	0.126852613571429	0	0
"CEP72"	2688	0	"ENSG00000112877"	"chr5"	612272	667168	0.115085994730769	0	0
"CEP76"	1703	0	"ENSG00000101624"	"chr18"	12661833	12702777	0.0725050125	0	0
"CEP78"	5629	0	"ENSG00000148019"	"chr9"	78236062	78279690	0.0594098008333333	0	0
"CEP83"	7907	0	"ENSG00000173588"	"chr12"	94306449	94459988	0.0414250617368421	0	0
"CEP85"	4011	11	"ENSG00000130695"	"chr1"	26234153	26279038	0.0745511283870968	0	1
"CEP85L"	2596	0	"ENSG00000111860"	"chr6"	118460772	118710075	0.0529672873333333	0	0
"CEP89"	3361	0	"ENSG00000121289"	"chr19"	32875925	32971991	0.0498924411886792	0	0
"CEP95"	10042	12	"ENSG00000258890"	"chr17"	64506588	64542461	0.171248763636364	0	1
"CEP97"	8533	11	"ENSG00000182504"	"chr3"	101723925	101770562	0.0557125557142857	0	1
"CEPT1"	4341	8	"ENSG00000134255"	"chr1"	111139627	111185102	0.147409523809524	0	1
"CERK"	1530	12	"ENSG00000100422"	"chr22"	46684411	46738261	0.067934408372093	0	1
"CERKL"	8990	12	"ENSG00000188452"	"chr2"	181536676	181680665	0.1491244375	0	1
"CERS2"	5276	8	"ENSG00000143418"	"chr1"	150960583	150975004	0.147858948333333	0	1
"CERS4"	1271	0	"ENSG00000090661"	"chr19"	8206736	8262421	0.0992614235135135	0	0
"CERS5"	4961	0	"ENSG00000139624"	"chr12"	50129306	50167533	0.0904310602307692	0	0
"CERS6"	7790	0	"ENSG00000172292"	"chr2"	168455862	168775137	0.085090179	0	0
"CES2"	7838	0	"ENSG00000172831"	"chr16"	66934444	66945096	0.1640939	0	0
"CETN3"	5945	0	"ENSG00000153140"	"chr5"	90392261	90409786	0.143045481818182	0	0
"CETP"	1159	9	"ENSG00000087237"	"chr16"	56961850	56983845	0.0845738300930233	0	1
"CFAP20"	766	0	"ENSG00000070761"	"chr16"	58113588	58129450	0.14566929	0	0
"CFAP36"	6613	0	"ENSG00000163001"	"chr2"	55519604	55545879	0.1007613593	0	0
"CFAP57"	9959	0	"ENSG00000243710"	"chr1"	43172149	43254358	0.0987967909090909	0	0
"CFAP97"	6845	10	"ENSG00000164323"	"chr4"	185159665	185209504	0.0587050832142857	0	1
"CFDP1"	5970	0	"ENSG00000153774"	"chr16"	75293698	75433485	0.103510004857143	0	0
"CFL1"	7829	0	"ENSG00000172757"	"chr11"	65823022	65862026	0.10015045	0	0
"CFL2"	6971	0	"ENSG00000165410"	"chr14"	34706769	34714823	0.09327247225	0	0
"CFLAR"	29	12	"ENSG00000003402"	"chr2"	201116104	201176687	0.1242887	0	1
"CGGBP1"	6654	0	"ENSG00000163320"	"chr3"	88051944	88149885	0.186004227619048	0	0
"CGRRF1"	1550	8	"ENSG00000100532"	"chr14"	54509812	54539309	0.041650975	0	1
"CHAC1"	3892	12	"ENSG00000128965"	"chr15"	40952962	40956519	0.128914764375	0	1
"CHAC2"	5344	9	"ENSG00000143942"	"chr2"	53767792	53775196	0.06910219125	0	1
"CHAF1A"	7260	0	"ENSG00000167670"	"chr19"	4402662	4445018	0.0677933666666667	0	0
"CHAF1B"	6314	0	"ENSG00000159259"	"chr21"	36385378	36419015	0.1194260266875	0	0
"CHAMP1"	9454	0	"ENSG00000198824"	"chr13"	114314513	114327328	0.109406518258065	0	0
"CHCHD1"	7815	0	"ENSG00000172586"	"chr10"	73782047	73783652	0.0525981631428571	0	0
"CHCHD10"	9992	12	"ENSG00000250479"	"chr22"	23765834	23768443	0.103998707038462	0	1
"CHCHD2"	2142	8	"ENSG00000106153"	"chr7"	56101569	56106576	0.0565738653333333	0	1
"CHCHD3"	2174	12	"ENSG00000106554"	"chr7"	132784868	133082088	0.12241603	0	1
"CHCHD4"	6687	0	"ENSG00000163528"	"chr3"	14112077	14124870	0.151668747619048	0	0
"CHCHD5"	3651	0	"ENSG00000125611"	"chr2"	112584240	112589275	0.062296680345	0	0
"CHCHD6"	6342	8	"ENSG00000159685"	"chr3"	126704220	126960406	0.0419469991333333	0	1
"CHCHD7"	7635	0	"ENSG00000170791"	"chr8"	56211686	56218798	0.203531984545455	0	0
"CHD1"	5978	0	"ENSG00000153922"	"chr5"	98853985	98928957	0.139436201875	0	0
"CHD1L"	4122	8	"ENSG00000131778"	"chr1"	147242641	147295766	0.0842427130555556	0	1
"CHD2"	7905	0	"ENSG00000173575"	"chr15"	92900189	93028005	0.0578921139285714	0	0
"CHD3"	7559	0	"ENSG00000170004"	"chr17"	7884806	7912760	0.0929859302307692	0	0
"CHD4"	2557	8	"ENSG00000111642"	"chr12"	6570083	6607476	0.213461060857143	0	1
"CHD6"	3540	12	"ENSG00000124177"	"chr20"	41402101	41618494	0.08001809	0	1
"CHD7"	7693	8	"ENSG00000171316"	"chr8"	60678778	60868028	0.170394015714286	0	1
"CHD8"	1601	0	"ENSG00000100888"	"chr14"	21385194	21456126	0.101000711764706	0	0
"CHD9"	8176	0	"ENSG00000177200"	"chr16"	53055033	53329150	0.178018862307692	0	0
"CHDH"	237	0	"ENSG00000016391"	"chr3"	53812335	53846390	0.167257448214286	0	0
"CHEK1"	5742	0	"ENSG00000149554"	"chr11"	125625136	125676255	0.121779827575758	0	0
"CHEK2"	8629	0	"ENSG00000183765"	"chr22"	28687743	28742422	0.0528175925384615	0	0
"CHERP"	1119	0	"ENSG00000085872"	"chr19"	16517889	16542530	0.0938321805555556	0	0
"CHFR"	813	0	"ENSG00000072609"	"chr12"	132822187	132956304	0.152071184666667	0	0
"CHI3L2"	603	12	"ENSG00000064886"	"chr1"	111200771	111243440	0.151544770952381	0	1
"CHIC2"	2388	0	"ENSG00000109220"	"chr4"	54009789	54064690	0.166276666666667	0	0
"CHID1"	8221	8	"ENSG00000177830"	"chr11"	867860	915058	0.0744245972222222	0	1
"CHKA"	2488	0	"ENSG00000110721"	"chr11"	68052859	68121444	0.0119621072727273	0	0
"CHKB"	1485	0	"ENSG00000100288"	"chr22"	50578949	50601455	0.0552810255813953	0	0
"CHL1"	4330	12	"ENSG00000134121"	"chr3"	196596	409417	0.115684779702222	0	1
"CHML"	9512	8	"ENSG00000203668"	"chr1"	241628853	241640254	0.159478585121951	0	1
"CHMP1A"	4074	10	"ENSG00000131165"	"chr16"	89644431	89657845	0.134497828571429	0	1
"CHMP1B"	10016	0	"ENSG00000255112"	"chr18"	11851396	11854449	0.0808518616666667	0	0
"CHMP2A"	4020	8	"ENSG00000130724"	"chr19"	58551566	58555124	0.217990819	0	1
"CHMP2B"	1075	8	"ENSG00000083937"	"chr3"	87227271	87255548	0.185188435	0	1
"CHMP3"	2902	0	"ENSG00000115561"	"chr2"	86503431	86563479	0.1436569	0	0
"CHMP4A"	10008	12	"ENSG00000254505"	"chr14"	24209583	24213869	0.0968391128461538	0	1
"CHMP4B"	1682	9	"ENSG00000101421"	"chr20"	33811304	33854366	0.1063513975	0	1
"CHMP4C"	6892	0	"ENSG00000164695"	"chr8"	81732434	81759515	0.0753991217391304	0	0
"CHMP5"	1127	11	"ENSG00000086065"	"chr9"	33264879	33282069	0.0733904925	0	1
"CHMP6"	8104	9	"ENSG00000176108"	"chr17"	80991598	81009517	0.125858532792326	0	1
"CHMP7"	5594	12	"ENSG00000147457"	"chr8"	23243637	23262000	0.185581565116279	0	1
"CHORDC1"	2452	8	"ENSG00000110172"	"chr11"	90201160	90223364	0.0889678713714286	0	1
"CHP1"	8921	9	"ENSG00000187446"	"chr15"	41230839	41281890	0.133189228571429	0	1
"CHPF"	3526	12	"ENSG00000123989"	"chr2"	219538947	219543787	0.1271609944	0	1
"CHPF2"	331	12	"ENSG00000033100"	"chr7"	151232489	151238827	0.044341151252	0	1
"CHPT1"	2562	12	"ENSG00000111666"	"chr12"	101696947	101744140	0.131480491754386	0	1
"CHRAC1"	1938	0	"ENSG00000104472"	"chr8"	140511298	140517137	0.100077389285714	0	0
"CHRNA5"	7521	0	"ENSG00000169684"	"chr15"	78565520	78595269	0.144353297095238	0	0
"CHRNB1"	7574	0	"ENSG00000170175"	"chr17"	7445061	7457707	0.0778149353846154	0	0
"CHST10"	2897	0	"ENSG00000115526"	"chr2"	100391860	100417656	0.20342968	0	0
"CHST11"	7690	12	"ENSG00000171310"	"chr12"	104455295	104762014	0.104065294083333	0	1
"CHST12"	4578	0	"ENSG00000136213"	"chr7"	2403560	2448483	0.0882974108695652	0	0
"CHST14"	7464	0	"ENSG00000169105"	"chr15"	40470998	40474571	0.167900321333333	0	0
"CHST2"	8015	12	"ENSG00000175040"	"chr3"	143119331	143124014	0.144293997388889	0	1
"CHSY1"	4130	0	"ENSG00000131873"	"chr15"	101175723	101251932	0.193151237142857	0	0
"CHTF18"	3809	1	"ENSG00000127586"	"chr16"	788046	800737	0.150314738	0	0
"CHTF8"	7412	0	"ENSG00000168802"	"chr16"	69118010	69132584	0.09133785	0	0
"CHTOP"	6422	0	"ENSG00000160679"	"chr1"	153633982	153646306	0.0867920980227273	0	0
"CHUK"	9703	0	"ENSG00000213341"	"chr10"	100188298	100229619	0.132350154545455	0	0
"CHURC1"	10041	12	"ENSG00000258289"	"chr14"	64914361	64944591	0.124197122222222	0	1
"CIAO1"	5351	2	"ENSG00000144021"	"chr2"	96266132	96273349	0.0881736245	0	1
"CIAPIN1"	58	0	"ENSG00000005194"	"chr16"	57428169	57447528	0.0831208904347826	0	0
"CIB1"	8727	0	"ENSG00000185043"	"chr15"	90229975	90234047	0.066063967	0	0
"CIC"	980	11	"ENSG00000079432"	"chr19"	42268537	42295797	0.0727528611111111	0	1
"CIITA"	8345	12	"ENSG00000179583"	"chr16"	10866222	10932281	0.203006122857143	0	1
"CINP"	1599	8	"ENSG00000100865"	"chr14"	102341102	102362916	0.11983783217	0	1
"CIPC"	9483	0	"ENSG00000198894"	"chr14"	77098097	77117287	0.122657954583333	0	0
"CIR1"	4848	0	"ENSG00000138433"	"chr2"	174348022	174395715	0.13755749	0	0
"CIRBP"	1398	0	"ENSG00000099622"	"chr19"	1259384	1274880	0.11776174875	0	0
"CISD1"	3450	12	"ENSG00000122873"	"chr10"	58269058	58289586	0.0858396204761905	0	1
"CISD2"	5446	9	"ENSG00000145354"	"chr4"	102868978	102889242	0.143362357058824	0	1
"CISD3"	10145	0	"ENSG00000277972"	"chr17"	38730235	38735044	0.175538100769231	0	0
"CISH"	2809	0	"ENSG00000114737"	"chr3"	50606490	50611831	0.11289012	0	0
"CIT"	3458	0	"ENSG00000122966"	"chr12"	119685790	119877291	0.168157478333333	0	0
"CITED2"	6861	8	"ENSG00000164442"	"chr6"	139371807	139374620	0.133654900526316	0	1
"CIZ1"	5655	12	"ENSG00000148337"	"chr9"	128166064	128204383	0.129734566129032	0	1
"CKAP2"	4561	10	"ENSG00000136108"	"chr13"	52455429	52476628	0.0529365375	0	1
"CKAP2L"	7513	0	"ENSG00000169607"	"chr2"	112736607	112764677	0.0926090378	0	0
"CKAP4"	4549	12	"ENSG00000136026"	"chr12"	106237877	106304279	0.0978871192857143	0	1
"CKAP5"	8035	0	"ENSG00000175216"	"chr11"	46743048	46846308	0.1815986	0	0
"CKB"	7060	12	"ENSG00000166165"	"chr14"	103519659	103523111	0.12429136175	0	1
"CKLF"	9802	8	"ENSG00000217555"	"chr16"	66552563	66566251	0.166153213043478	0	1
"CKS1B"	7870	0	"ENSG00000173207"	"chr1"	154974653	154979249	0.1081163	0	0
"CKS2"	3524	12	"ENSG00000123975"	"chr9"	89311198	89316703	0.0758727327777778	0	1
"CLASP1"	844	8	"ENSG00000074054"	"chr2"	121337776	121649587	0.0868669	0	1
"CLASP2"	6689	8	"ENSG00000163539"	"chr3"	33496245	33718356	0.0860857494	0	1
"CLASRP"	1975	0	"ENSG00000104859"	"chr19"	45039040	45070956	0.0707011333333333	0	0
"CLCC1"	3396	0	"ENSG00000121940"	"chr1"	108929508	108963457	0.0715649305555556	0	0
"CLCF1"	8060	12	"ENSG00000175505"	"chr11"	67364168	67374177	0.19482715	0	1
"CLCN3"	2405	0	"ENSG00000109572"	"chr4"	169612633	169723673	0.123206919166667	0	0
